V201549x,V202022,V201452,V201507x,V201600,V202406,V201007d,profile
"Racially, I am black.",I like to discuss politics with my family and friends.,I attend church.,I am 71 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 71 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",,I do not attend church.,I am 45 years old.,I am a man.,,,"Racially, I am white. I do not attend church. I am 45 years old. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 66 years old.,I am a man.,,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 66 years old. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 52 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 52 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",,I do not attend church.,I am 40 years old.,I am a man.,,,"Racially, I am white. I do not attend church. I am 40 years old. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 41 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 41 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 31 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 31 years old. I am a man. I am very interested in politics."
"Racially, I am black.",I like to discuss politics with my family and friends.,I attend church.,I am 66 years old.,I am a man.,I am very interested in politics.,,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 66 years old. I am a man. I am very interested in politics."
,,I attend church.,I am 24 years old.,I am a woman.,,,I attend church. I am 24 years old. I am a woman.
"Racially, I am black.",,I attend church.,I am 34 years old.,I am a man.,,,"Racially, I am black. I attend church. I am 34 years old. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 41 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 41 years old. I am a woman. I am very interested in politics."
"Racially, I am black.",I like to discuss politics with my family and friends.,I do not attend church.,I am 24 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 24 years old. I am a woman. I am not very interested in politics."
"Racially, I am black.",I never discuss politics with my family or friends.,I do not attend church.,I am 29 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am black. I never discuss politics with my family or friends. I do not attend church. I am 29 years old. I am a woman. I am not at all interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 36 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 36 years old. I am a woman. I am not very interested in politics."
"Racially, I am asian.",I like to discuss politics with my family and friends.,I attend church.,I am 41 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 41 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 80 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a man. I am very interested in politics."
"Racially, I am white.",,I do not attend church.,I am 57 years old.,I am a woman.,,,"Racially, I am white. I do not attend church. I am 57 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 57 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 57 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",,I do not attend church.,I am 51 years old.,I am a woman.,,,"Racially, I am white. I do not attend church. I am 51 years old. I am a woman."
