codingid,coderid,manifestoid,sentenceid,code,scale,party,year,source,sentence_text,sentence_context,uid
59283,Alex,Lab 2001,1120009501,NA,None,Labour,2001,Experts,Our ambition is full employment in every region good for the economy and good for social justice.,"£900 million Neighbourhood Renewal Fund for jobs, education and crime prevention Full employment - Labour's goal. With Labour, the welfare state helps people into work, makes work pay, supports them at work, and demands responsibilities in return. OUR AMBITION IS FULL EMPLOYMENT IN EVERY REGION GOOD FOR THE ECONOMY AND GOOD FOR SOCIAL JUSTICE. The New Deal has already helped to cut long-term youth unemployment by 75 per cent 280,000 young people have been helped into work. Long-term unemployment is down by over 60 per cent.",UID13675
342164769,2.00e+07,Lab 1987,30000271,NA,None,Labour,1987,Crowd,"Britain cannot afford more of that run-down, sell-off and split-up, nor all the costs and waste that they bring.","They are committed to introducing compulsory labour for young unemployed people. All this and worse would come with a third term of Tory government. BRITAIN CANNOT AFFORD MORE OF THAT RUN-DOWN, SELL-OFF AND SPLIT-UP, NOR ALL THE COSTS AND WASTE THAT THEY BRING. Britain does not have to. Britain can stop the rot - but only by voting Labour.",UID16859
370517792,1.68e+07,Con 1992,1070003761,1,Economic,Conservatives,1992,Crowd,"Over the past 13 years, we have steadily dismantled barriers to its growth.","To a far greater extent than service industries, it was the victim of militant trades unionism, restrictive practices, nationalisation, state intervention, tax distortion, planning controls and over-regulation. We believe strongly that a vigorous manufacturing sector is essential to a healthy British economy. OVER THE PAST 13 YEARS, WE HAVE STEADILY DISMANTLED BARRIERS TO ITS GROWTH. The competitiveness and performance of British manufacturing have been transformed. Its impressive recovery was recognised by the Confederation of British Industry, in its report aptly titled Competing with the World's Best'.",UID11072
52214,Alex,LD 1997,50001291,NA,None,Liberal Democrats,1997,Experts,"We will ensure that all adults on approved courses or training have access to financial support, either through their Individual Learning Accounts or from their employer using our new remissible training levy.","Our aim is to ensure that 16-19 year-oIds receive the equivalent of at least 2 days a week education or on-the-job training. Boost chances for all adults to improve their skills and get better qualifications. WE WILL ENSURE THAT ALL ADULTS ON APPROVED COURSES OR TRAINING HAVE ACCESS TO FINANCIAL SUPPORT, EITHER THROUGH THEIR INDIVIDUAL LEARNING ACCOUNTS OR FROM THEIR EMPLOYER USING OUR NEW REMISSIBLE TRAINING LEVY. Improve the quality of tertiary courses. We will create a new Quality Council to ensure high standards and value for money in all post-16 education and training courses.",UID5051
31188,Iulia,Con 2001,1100001461,2,Social,Conservatives,2001,Experts,Prison life should not be a life of idleness.,"We will introduce honesty in sentencing so that the sentence handed down in court is the one served by the criminal. We will abolish Labour's special early release scheme as well as automatic early release and ensure that any discounts from the sentence are transparent, have to be earned and are neither automatic nor substantial. PRISON LIFE SHOULD NOT BE A LIFE OF IDLENESS. Under the Conservatives, prisoners will be required to perform a proper day's work. The proceeds will contribute to reparations for their victims and to the upkeep of their own families.",UID10697
334665771,7557336,LD 1987,20007751,NA,None,Liberal Democrats,1987,Crowd,we are also determined to end South Africa's illegal occupation of Namibia,"Global Co-operation. An Alliance Government will:  Increase British support for the United Nations, develop its capacity for peacekeeping, restore Britain's membership of UNESCO and increase British backing for the UN agencies such as the High Commission for Refugees Develop Commonwealth and European co-operation on a wide range of issues, including sanctions against South Africa designed to increase pressure for an end to apartheid and peaceful change before war becomes inevitable WE ARE ALSO DETERMINED TO END SOUTH AFRICA'S ILLEGAL OCCUPATION OF NAMIBIA Increase efforts through international co-operation to deal with the threat of terrorism. Peace and Security. We will promote disarmament while maintaining sound defence.",UID18446
342180341,1.52e+07,Lab 1997,60004551,-1,Economic,Labour,1997,Crowd,New Labour has a positive policy.,"Lone parents into work. Today the main connection between unemployed lone parents and the state is their benefits. Most lone parents want to work, but are given no help to find it. NEW LABOUR HAS A POSITIVE POLICY. Once the youngest child is in the second term of full-time school, lone parents will be offered advice by a proactive Employment Service to develop a package of job search, training and after-school care to help them off benefit. Customised, personalised services. We favour initiatives with new combinations of available benefits to suit individual circumstances.",UID7064
203965554,7395284,LD 1987,20006791,NA,None,Liberal Democrats,1987,Crowd,"We will promote mortgage schemes which can open up home ownership to a wider variety of people, such as index-linked mortgages and shared ownership","In the long run we want public support for housing costs to be even-handed between those who rent and those who buy We will target our housing assistance on those who most need it. WE WILL PROMOTE MORTGAGE SCHEMES WHICH CAN OPEN UP HOME OWNERSHIP TO A WIDER VARIETY OF PEOPLE, SUCH AS INDEX-LINKED MORTGAGES AND SHARED OWNERSHIP we will improve the availability of home improvement grants to homeowners to maintain the fabric of their properties for the benefit of the whole community We will retain the right to buy.",UID8578
204714774,946983,LD 1987,20001321,NA,None,Liberal Democrats,1987,Crowd,Remove the right of the Prime Minister to determine the date of general elections and replace it with fixed-term parliaments.,"Reform the law of confidentiality to ensure that freedom of expression on matters of public interest is not unnecessarily restricted. Incorporate the European Convention on Human Rights and its protocols into British law in a Bill of Rights. REMOVE THE RIGHT OF THE PRIME MINISTER TO DETERMINE THE DATE OF GENERAL ELECTIONS AND REPLACE IT WITH FIXED-TERM PARLIAMENTS. Devolve power to a legislative Scottish Assembly, establish a Welsh Senedd and decentralise decision-making to the English regions in accordance with the wishes of their electors. Extensively reform Whitehall procedures in order to make the governmental system more responsive to the wishes and needs of the people.",UID14081
370518006,1.40e+07,Con 1992,1070005901,NA,None,Conservatives,1992,Crowd,"We will continue to reorganise central government in tune with its modern role, while devolving and contracting-out executive functions.","Many of the functions of government have been devolved from Whitehall. The Citizen's Charter programme is bringing new quality to public services. WE WILL CONTINUE TO REORGANISE CENTRAL GOVERNMENT IN TUNE WITH ITS MODERN ROLE, WHILE DEVOLVING AND CONTRACTING-OUT EXECUTIVE FUNCTIONS. We want to ensure that the drive to save money to reduce bureaucracy and raise quality is powerfully led from the centre of government. We will give a Cabinet Minister responsibility for the Citizen's Charter programme and reforming the Civil Service, taking charge of the Citizen's Charter Unit, Efficiency Unit, the programme for creating Agencies and the Public Competition and Purchasing Unit.",UID16951
35435,Ken,LD 1987,20005451,NA,None,Liberal Democrats,1987,Experts,"SETTING GOALS. We will ask each school to set targets for improvement - in the case of maintained schools, in consultation with their local education authority.","It is in no-one's interest that it continues. Investing in Quality. A national programme for raising educational standards - The Alliance TEN POINT PLAN. ENCOURAGING PROGRESS. We will require all schools, both maintained and independent, to publish indicators showing progress in academic results related to intake and social factors such as community involvement, truancy, and delinquency. SETTING GOALS. WE WILL ASK EACH SCHOOL TO SET TARGETS FOR IMPROVEMENT - IN THE CASE OF MAINTAINED SCHOOLS, IN CONSULTATION WITH THEIR LOCAL EDUCATION AUTHORITY. ASSISTING IMPROVEMENT. We will institute 'special inspections' of all schools which regularly fall below a certain level in terms of progress achieved. REWARDING EXCELLENCE. We will institute an annual 'Queen's Award' for schools, to be judged by an independent panel of experts, for outstanding progress, teaching and curriculum innovation and success.",UID5085
